Accepted Symbol,Synonym Symbol,Scientific Name,State and Province,Native Status,Invasive
SISCH,,Silene scouleri ssp. hallii,"CAN(AB, BC), USA(CO, NM, UT)",L48(N)CAN(N),
SISCH,SIHA6,Silene hallii,,,
SISCP3,,Silene scouleri ssp. scouleri var. pacifica,"USA(CA, OR, WA)",L48(N),
SISCP3,SIPA9,Silene pacifica,,,
SISCS3,,Silene scouleri ssp. scouleri var. scouleri,"USA(CA, ID, MT, OR, WA)",L48(N),
SISCS3,SIGR11,Silene grandis,,,
SISCS3,SIREC,Silene repens var. costata,,,
SISCS3,SISCG,Silene scouleri ssp. grandis,,,
SISE9,,Silene secundiflora,,,
SISE9,SIGL9,Silene glauca,,,
SISE2,,Silene seelyi,USA(WA),L48(N),
SISE2,ANSE10,Anotites seelyi,,,
SISI2,,Silene sibirica,CAN(SK),CAN(I)NA(I),
SISI2,CUSI2,Cucubalus sibiricus,,,
SISI2,MESI6,Melandrium sibiricum,,,
SISO2,,Silene soczaviana,USA(AK),AK(I),
SISO2,GASO,Gastrolychnis soczaviana,,,
SISO2,MESO,Melandrium soczavianum,,,
SISO3,,Silene sorensenis,"CAN(NT, NU), DEN(GL), USA(AK)",AK(N)CAN(N)GL(N)NA(N),
SISO3,LYSO2,Lychnis sorensenis,,,
SISO3,LYTR4,Lychnis triflora,,,
SISO3,METR7,Melandrium triflorum,,,
SITA,,Silene taimyrensis,"CAN(BC, NT, NU, YT), USA(AK)",AK(N)CAN(N)NA(N),
SITA,GAOS,Gastrolychnis ostenfeldii,,,
SITA,GATA2,Gastrolychnis taimyrensis,,,
SITA,GATRD,Gastrolychnis triflora ssp. dawsonii,,,
SITA,LYTA2,Lychnis taimyrensis,,,
SITA,LYTRD,Lychnis triflora ssp. dawsonii,,,
SITA,LYTRD2,Lychnis triflora var. dawsonii,,,
SITA,MEOS,Melandrium ostenfeldii,,,
SITA,META3,Melandrium taimyrense,,,
SITA2,,Silene tayloriae,"CAN(MB, NT, NU, ON, YT), USA(AK)",AK(N)CAN(N)NA(N),
SITA2,GAANT2,Gastrolychnis angustifolia ssp. tenella,,,
SITA2,GAINT,Gastrolychnis involucrata ssp. tenella,,,
SITA2,LYTA3,Lychnis tayloriae,,,
SITA2,MEANT,Melandrium angustiflorum ssp. tenellum,,,
SITA2,META2,Melandrium tayloriae,,,
SITA2,METE3,Melandrium tenellum,,,
SITA2,SIINT,Silene involucrata ssp. tenella,,,
SITA2,WATA,Wahlbergella tayloriae,,,
SIUN,,Silene uniflora,,,
SIUN,SIMA13,Silene maritima,,,
SIUN,SIVUM2,Silene vulgaris ssp. maritima,,,
SIURA,,Silene uralensis ssp. attenuata,USA(MT),L48(N),
SIURA,LYAPA,Lychnis apetala ssp. attenuata,,,
SIURA,LYAPA3,Lychnis apetala var. attenuata,,,
SIURA,LYAT,Lychnis attenuata,,,
SIURA,MEAPA,Melandrium apetalum ssp. attenuatum,,,
SIURA,SIAT2,Silene attenuata,,,
SIURA,SIWAA,Silene wahlbergella ssp. attenuata,,,
SIURA,WAAT,Wahlbergella attenuata,,,
SIURM,,Silene uralensis ssp. montana,"CAN(AB, BC), USA(CO, ID, MT, NM, UT, WY)",L48(N)CAN(N),
SIURM,LYAPM2,Lychnis apetala var. montana,,,
SIURM,LYAPM3,Lychnis apetala ssp. montana,,,
SIURM,LYMO2,Lychnis montana,,,
SIURM,SIHI9,Silene hitchguirei,,,
SIURM,SIMOV,Silene montana var. viscida,,,
SIURM,SIWAM,Silene wahlbergella ssp. montana,,,
SIURM,WAMO,Wahlbergella montana,,,
SIURU,,Silene uralensis ssp. uralensis,"CAN(AB, BC, LB, MB, NF, NT, NU, ON, QC, YT), DEN(GL), USA(AK)",AK(N)CAN(N)GL(N)NA(N),
SIURU,GAAP3,Gastrolychnis apetala,,,
SIURU,GAAPA,Gastrolychnis apetala ssp. arctica,,,
SIURU,GAAPU,Gastrolychnis apetala ssp. uralensis,,,
SIURU,GAUR3,Gastrolychnis uralensis,,,
SIURU,LYAP,Lychnis apetala,,,
SIURU,LYAPA2,Lychnis apetala var. arctica,,,
SIURU,LYAPG,Lychnis apetala var. glabra,,,
SIURU,MEAP,Melandrium apetalum,,,
SIURU,MEAPA2,Melandrium apetalum ssp. arcticum,,,
SIURU,MEAPG,Melandrium apetalum var. glabrum,,,
SIURU,SIURA3,Silene uralensis ssp. apetala,,,
SIURU,SIWA4,Silene wahlbergella,,,
SIURU,SIWAA2,Silene wahlbergella ssp. arctica,,,
SIVEA,,Silene verecunda ssp. andersonii,"USA(CA, NV, UT)",L48(N),
SIVEA,SIAN8,Silene andersonii,,,
SIVEP2,,Silene verecunda ssp. platyota var. platyota,USA(CA),L48(N),
SIVEP2,SIOCN,Silene occidentalis var. nancta,,,
SIVEP2,SIPL2,Silene platyota,,,
SIVU,,Silene vulgaris,"CAN(AB, BC, LB, MB, NB, NF, NS, ON, PE, QC, SK, YT), DEN(GL), USA(AK, AR, CA, CO, CT, DE, GA, IA, ID, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NM, NY, OH, OR, PA, RI, SC, SD, TN, UT, VA, VT, WA, WI, WV, WY)",L48(I)AK(I)CAN(I)GL(I),"SWSS, WSWS"
SIVU,OBCO,Oberna commutata,,,
SIVU,SICU6,Silene cucubalus,,,
SIVU,SIIN13,Silene inflata,,,
SIVU,SILA16,Silene latifolia,,,
SIASA,,Silphium asteriscus var. angustatum,"USA(AL, FL, GA, SC)",L48(N),
SIASA,SIAN9,Silphium angustum,,,
SIASA,SIDEA,Silphium dentatum var. angustatum,,,
SIASL2,,Silphium asteriscus var. laevicaule,"USA(AL, GA, MS, NC, SC)",L48(N),
SIASL2,SIASD2,Silphium asteriscus var. dentatum,,,
SIASL2,SIDE8,Silphium dentatum,,,
SIASL2,SIEL4,Silphium elliottii,,,
SIASL2,SIIN19,Silphium incisum,,,
SIASL2,SINO2,Silphium nodum,,,
SICOC,,Silphium compositum var. compositum,"USA(GA, NC, SC, TN, VA)",L48(N),
SICOC,SIOR5,Silphium orae,,,
SICOO2,,Silphium compositum var. ovatifolium,"USA(AL, FL, GA, SC)",L48(N),
SICOO2,SICOO,Silphium compositum ssp. ovatifolium,,,
SICOO2,SIOV2,Silphium ovatifolium,,,
SICOR2,,Silphium compositum var. reniforme,"USA(AL, GA, NC, SC, VA, WV)",L48(N),
SICOR2,SICOR,Silphium compositum ssp. reniforme,,,
SICOR2,SIRE9,Silphium reniforme,,,
SICOR2,SITE3,Silphium terebinthinaceum,,,
SICOV2,,Silphium compositum var. venosum,"USA(FL, GA, NC, SC)",L48(N),
SICOV2,SICOV,Silphium compositum ssp. venosum,,,
SICOV2,SILA14,Silphium lapsuum,,,
SICOV2,SIVE2,Silphium venosum,,,
SIINI,,Silphium integrifolium var. integrifolium,"USA(AR, IA, IL, IN, KS, KY, LA, MN, MO, MS, NE, OK, SD, TN, TX, WI)",L48(N),
SIINI,SILA13,Silphium laevigatum,,,
SIINL,,Silphium integrifolium var. laeve,"CAN(ON), USA(AR, CO, IL, KS, MO, NE, NM, OK, TX, WI, WY)",L48(N)CAN(I),
SIINL,SISP3,Silphium speciosum,,,
SIPEC2,,Silphium perfoliatum var. connatum,"USA(MD, NC, VA, WV)",L48(N),
SIPEC2,SICO11,Silphium connatum,,,
SIPEC2,SIPEC,Silphium perfoliatum ssp. connatum,,,
SIPEC2,SISC5,Silphium scabrum,,,
SIPI2,,Silphium pinnatifidum,"USA(AL, GA, IL, IN, KY, TN, WI)",L48(N),
SIPI2,SICH3,Silphium chickamaugense,,,
SIPI2,SITEP,Silphium terebinthinaceum var. pinnatifidum,,,
SIRA2,,Silphium radula,"USA(AL, AR, GA, LA, MO, MS, OK, SC, TX)",L48(N),
SIRA2,SIAS,Silphium asperrimum,,,
SIRA2,SIDEG,Silphium dentatum var. gatesii,,,
SIRA2,SIGA2,Silphium gatesii,,,
SITET,,Silphium terebinthinaceum var. terebinthinaceum,"CAN(ON), USA(AL, AR, DC, GA, IA, IL, IN, KY, MI, MO, MS, NC, OH, SC, TN, VA, WI, WV)",L48(N)CAN(N),
SITET,SIRU3,Silphium rumicifolium,,,
SITRL,,Silphium trifoliatum var. latifolium,"USA(AL, GA, IN, KY, LA, MS, NC, OH, SC, TN, VA)",L48(N),
SITRL,SICO12,Silphium confertifolium,,,
SITRL,SIGL8,Silphium glabrum,,,
SITRT,,Silphium trifoliatum var. trifoliatum,"USA(AL, DC, GA, IL, IN, KY, MD, NC, NY, OH, PA, SC, TN, VA, WV)",L48(N),
SITRT,SIAT4,Silphium atropurpureum,,,
SITRT,SILA17,Silphium laevigatum,,,
SIMA3,,Silybum marianum,"CAN(AB, BC, NB, NS, ON, QC, SK), USA(AL, AR, AZ, CA, CO, CT, DC, GA, IN, LA, MA, MD, MI, MS, NH, NM, NV, NY, OH, OK, OR, PA, TN, TX, VA, WA, WV)",L48(I)CAN(I),"STATE, SWSS, WSWS"
SIMA3,CAMA32,Carduus marianus,,,
SIMA3,MAMA27,Mariana mariana,,,
SICH,,Simmondsia chinensis,"USA(AZ, CA, UT)",L48(N),
SICH,BUCH,Buxus chinensis,,,
SICH,SICA14,Simmondsia californica,,,
SILA11,,Simsia lagasceiformis,"USA(AZ, MD, NM, TX)",L48(N),
SILA11,SIEX,Simsia exaristata,,,
SILA11,SIEXP,Simsia exaristata var. perplexa,,,
SIAL5,,Sinapis alba,"CAN(AB, BC, LB, MB, NB, NS, ON, PE, QC, SK, YT), DEN(GL), USA+(PR, VI), USA(AL, AZ, CA, CO, CT, DC, DE, FL, IA, ID, IL, IN, KS, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NY, OH, OR, PA, RI, SD, TN, TX, UT, VT, WA, WI, WV, WY)",L48(I)PR(I)VI(I)CAN(I)GL(I),
SIAL5,BRAL7,Brassica alba,,,
SIAL5,BRHI2,Brassica hirta,,,
SIARA,,Sinapis arvensis ssp. arvensis,"CAN(AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), DEN(GL), FRA(SB), USA+(VI)",L48(I)AK(I)HI(I)VI(I)CAN(I)GL(I)SPM(I),
SIARA,BRAR11,Brassica arvensis,,,STATE
SIARA,BRKA,Brassica kaber,,,"N'EAST, NE&GP, STATE, SWSS, WSWS"
SIARA,BRKAP2,Brassica kaber var. pinnatifida,,,STATE
SIARA,BRKAS,Brassica kaber var. schkuhriana,,,
SIARA,SIARO,Sinapis arvensis var. orientalis,,,
SIARA,SIARS,Sinapis arvensis var. schkuhriana,,,
SILA23,,Sinocalamus latiflorus,USA(NC),L48(I),
SILA23,DELA8,Dendrocalamus latiflorus,,,
SINE5,,Sinosenecio newcombei,CAN(BC),CAN(N)NA(N),
SINE5,SENE12,Senecio newcombei,,,
SIDE6,,Siphoneugena densiflora,USA+(PR),PR(N),
SIDE6,PLDU,Plinia dussii,,,
SISE6,,Siphonoglossa sessilis,"USA+(PR, VI)",PR(N)VI(N),
SISE6,JUSE2,Justicia sessilis,,,
SICE60,,Siphula ceratites,,NA(N),
SICE60,SISI3,Siphula simplex,,,
SIDA2,,Siphula dactyliza,,NA(N),
SIAL2,,Sisymbrium altissimum,"CAN(AB, BC, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), USA(AK, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",L48(I)AK(I)HI(I)CAN(I),"NE&GP, SWSS, WSWS"
SIAL2,NOAL3,Norta altissima,,,
SIAU2,,Sisymbrium auriculatum,USA(TX),L48(N),
SIAU2,COAU5,Coelophragmus auriculatus,,,
SIIR,,Sisymbrium irio,"USA(AZ, CA, CO, CT, FL, HI, MA, MI, NM, NV, NY, OH, PA, SC, TX, UT)",L48(I)HI(I),"SWSS, WSWS"
SIIR,NOIR,Norta irio,,,
SIOF,,Sisymbrium officinale,"CAN(AB, BC, MB, NB, NF, NS, ON, PE, QC), FRA(SB), USA(AK, AL, AR, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",L48(I)AK(I)HI(I)CAN(I)SPM(W),N'EAST
SIOF,EROF,Erysimum officinale,,,
SIOF,SIOFL,Sisymbrium officinale var. leiocarpum,,,KY
SIAL3,,Sisyrinchium albidum,"CAN(ON), USA(AL, AR, CT, FL, GA, IL, IN, KY, LA, ME, MI, MO, MS, NC, OH, PA, SC, TN, TX, VA, WI)",L48(N)CAN(N),
SIAL3,SIAS3,Sisyrinchium asheianum,,,
SIAL3,SIHA4,Sisyrinchium hastile,,,
SIAL3,SISC6,Sisyrinchium scabrellum,,,
SIAN3,,Sisyrinchium angustifolium,"CAN(LB, NS, ON, QC), USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV)",L48(N)CAN(N),
SIAN3,SIBE3,Sisyrinchium bermudiana,,,
SIAN3,SIGR10,Sisyrinchium graminoides,,,
SIAR3,,Sisyrinchium arizonicum,"USA(AZ, NM)",L48(N),
SIAR3,ORAR2,Oreolirion arizonicum,,,
SIAT,,Sisyrinchium atlanticum,"CAN(NS), USA(AL, AR, CT, DC, DE, FL, GA, IL, IN, KY, LA, MA, MD, ME, MI, MO, MS, NC, NH, NJ, NY, OH, PA, RI, SC, TN, TX, VA, VT, WI)",L48(N)CAN(N),
SIAT,SIAP2,Sisyrinchium apiculatum,,,
SIAT,SIMUA,Sisyrinchium mucronatum var. atlanticum,,,
SIBE,,Sisyrinchium bellum,"USA(CA, OR)",L48(N),
SIBE,SIEA,Sisyrinchium eastwoodiae,,,
SIBE,SIGR7,Sisyrinchium greenei,,,
SIBE,SIHE7,Sisyrinchium hesperium,,,
SIBI,,Sisyrinchium biforme,"USA(LA, TX)",L48(N),
SIBI,SIDI3,Sisyrinchium dimorphum,,,
SICA8,,Sisyrinchium californicum,"CAN(BC), USA(CA, OR, WA)",L48(N)CAN(N),
SICA8,HYBO4,Hydastylus borealis,,,
SICA8,HYBR8,Hydastylus brachypus,,,
SICA8,HYCA15,Hydastylus californicus,,,
SICA8,SIBO,Sisyrinchium boreale,,,
SICA9,,Sisyrinchium campestre,"CAN(MB), USA(AR, IA, IL, KS, LA, MI, MN, MO, MS, NE, NM, OK, SD, TX, WI)",L48(N)CAN(N),
SICA9,SICAK,Sisyrinchium campestre var. kansanum,,,
SICA9,SIFL3,Sisyrinchium flaviflorum,,,
SICA9,SIKA2,Sisyrinchium kansanum,,,
SICE,,Sisyrinchium cernuum,"USA(AZ, TX)",L48(N),
SICE,SIPO4,Sisyrinchium powellii,,,
SICH2,,Sisyrinchium chilense,"USA(OK, TX)",L48(N),
SICH2,SIEN,Sisyrinchium ensigerum,,,
SICH2,SISC3,Sisyrinchium scabrum,,,
SIDE4,,Sisyrinchium demissum,"USA(AZ, CO, NM, NV, TX, UT)",L48(N),
SIDE4,SIDEA2,Sisyrinchium demissum var. amethystinum,,,
SIDE4,SILO6,Sisyrinchium longipedunculatum,,,
SIEL3,,Sisyrinchium elmeri,USA(CA),L48(N),
SIEL3,HYEL4,Hydastylus elmeri,,,
SIFU2,,Sisyrinchium fuscatum,"CAN(NS), USA(AL, CT, FL, GA, LA, MA, MD, MS, NC, NJ, NY, PA, RI, SC, VA)",L48(N)CAN(N),
SIFU2,SIAR2,Sisyrinchium arenicola,,,
SIFU2,SIIN16,Sisyrinchium incrustatum,,,
SIFU2,SIRU4,Sisyrinchium rufipes,,,
SIIDI,,Sisyrinchium idahoense var. idahoense,"CAN(BC), USA(CA, ID, MT, OR, WA, WY)",L48(N)CAN(N),
SIIDI,SIBI2,Sisyrinchium birameum,,,
SIIDM,,Sisyrinchium idahoense var. macounii,"CAN(BC), USA(WA)",L48(N)CAN(N),
SIIDM,SIMA10,Sisyrinchium macounii,,,
SIIDO,,Sisyrinchium idahoense var. occidentale,"USA(AZ, CA, CO, ID, MT, NM, NV, OR, UT, WA, WY)",L48(N),
SIIDO,SIOC2,Sisyrinchium occidentale,,,
SIIDS,,Sisyrinchium idahoense var. segetum,"CAN(BC), USA(NV, OR, WA)",L48(N)CAN(N),
SIIDS,SISE7,Sisyrinchium segetum,,,
SIIR2,,Sisyrinchium iridifolium,"USA(LA, TX)",L48(I),
SIIR2,SILA18,Sisyrinchium laxum,,,
SILA5,,Sisyrinchium langloisii,"USA(AL, AR, GA, KS, LA, MS, OK, TN, TX)",L48(N),
SILA5,SIBR6,Sisyrinchium brayi,,,
SILA5,SICA19,Sisyrinchium canbyi,,,
SILA5,SICO8,Sisyrinchium colubriferum,,,
SILA5,SIHE10,Sisyrinchium helleri,,,
SILA5,SIPR3,Sisyrinchium pruinosum,,,
SILA5,SIVA2,Sisyrinchium varians,,,
SIMOM,,Sisyrinchium montanum var. montanum,"CAN(AB, BC, LB, MB, NB, NS, NT, ON, PE, QC, SK, YT), USA(CO, IA, ID, IL, IN, KS, MI, MN, MT, ND, NE, NM, NY, PA, SD, TX, UT, WA, WI, WY)",L48(N)CAN(N),
SIMOM,SIHE11,Sisyrinchium heterocarpum,,,
SIMOM,SIST4,Sisyrinchium strictum,,,
SIMU3,,Sisyrinchium mucronatum,"CAN(MB, ON, QC, SK), USA(AL, CT, DC, DE, GA, IL, LA, MA, MD, ME, MI, MN, MS, NC, ND, NH, NJ, NY, OH, PA, SC, TN, VA, VT, WI, WV)",L48(N)CAN(N),
SIMU3,SIIN17,Sisyrinchium intermedium,,,
SINA,,Sisyrinchium nashii,"USA(AL, FL, GA, LA, MS, NC, SC, TN, VA)",L48(N),
SINA,SICA18,Sisyrinchium carolinianum,,,
SINA,SIFI6,Sisyrinchium fibrosum,,,
SINA,SIFL4,Sisyrinchium floridanum,,,
SIRO5,,Sisyrinchium rosulatum,"USA+(PR), USA(AL, AR, FL, GA, HI, LA, MS, NC, SC, TX, VA)",L48(N)HI(I)PR(N),
SIRO5,SIBR4,Sisyrinchium brownei,,,
SIRO5,SIEX2,Sisyrinchium exile,,,
SIRO5,SIMI,Sisyrinchium micranthum,,,
SIXE,,Sisyrinchium xerophyllum,"USA(FL, GA)",L48(N),
SIXE,SISO,Sisyrinchium solstitiale,,,
SIXE,SITO,Sisyrinchium tortum,,,
SISU2,,Sium suave,"CAN(AB, BC, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",L48(N)AK(N)CAN(N),
SISU2,SICI2,Sium cicutifolium,,,
SISU2,SIFL,Sium floridanum,,,
SISU2,SISUF,Sium suave var. floridanum,,,
SKEL,,Skyttea elachistophora,,NA(N),
SKMU,,Skyttella mulleri,,NA(N),
SMUV,,Smallanthus uvedalius,"USA(AL, AR, DC, DE, FL, GA, IL, IN, KS, KY, LA, MD, MI, MO, MS, NC, NJ, NY, OH, OK, PA, SC, TN, TX, VA, WV)",L48(N),
SMUV,OSUV,Osteospermum uvedalia,,,
SMUV,POUV2,Polymnia uvedalia,,,
SMUV,POUVD,Polymnia uvedalia var. densipilis,,,
SMUV,POUVF,Polymnia uvedalia var. floridana,,,
SMBOB,,Smelowskia borealis var. borealis,"CAN(NT, YT), USA(AK)",AK(N)CAN(N)NA(N),
SMBOB,ERBO5,Ermania borealis,,,
SMBOB,MEBO,Melanidion boreale,,,
SMBOK,,Smelowskia borealis var. koliana,USA(AK),AK(N),
SMBOK,ACKO3,Achroschizocarpus kolianus,,,
SMCAP,,Smelowskia calycina var. porsildii,USA(AK),AK(N),
SMCAP,SMPO,Smelowskia porsildii,,,
SMBI,,Smilax biltmoreana,"USA(AL, FL, GA, KY, NC, SC, TN)",L48(N),
SMBI,NEBI2,Nemexia biltmoreana,,,
SMBI,SMECB,Smilax ecirrhata var. biltmoreana,,,
SMCO,,Smilax coriacea,"USA+(PR, VI), USA(FL)",L48(N)PR(N)VI(N),
SMCO,SMHA,Smilax havanensis,,,
SMEC,,Smilax ecirrhata,"CAN(ON), USA(AR, FL, GA, IA, IL, IN, KS, KY, MD, MI, MN, MO, MS, ND, NE, OH, OK, SD, TN, VA, WI, WV)",L48(N)CAN(N),
SMEC,NEEC,Nemexia ecirrhata,,,
SMHE,,Smilax herbacea,"CAN(NB, ON, QC), USA(AL, AR, CT, DC, DE, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, VA, VT, WI, WV)",L48(N)CAN(N),
SMHE,NEHE3,Nemexia herbacea,,,
SMHU,,Smilax hugeri,"USA(AL, FL, GA, KY, MS, NC, SC, TN)",L48(N),
SMHU,NEHU,Nemexia hugeri,,,
SMHU,SMECH,Smilax ecirrhata var. hugeri,,,
SMLA3,,Smilax lasioneura,"CAN(MB, ON, SK), USA(AL, AR, CO, DC, FL, GA, IA, IL, IN, KS, KY, MI, MN, MO, MS, MT, NC, ND, NE, OH, OK, SD, TN, TX, VA, WI, WV, WY)",L48(N)CAN(N),
SMLA3,NELA4,Nemexia lasioneura,,,
SMLA3,SMHEL2,Smilax herbacea var. lasioneura,,,
SMME,,Smilax melastomifolia,USA(HI),HI(N),
SMME,SMMES,Smilax melastomifolia var. subinermis,,,
SMME,SMSA,Smilax sandwicensis,,,
SMME,SMSAC,Smilax sandwicensis var. crassifolia,,,
SMPS,,Smilax pseudochina,"USA(AL, DC, DE, GA, MD, MS, NC, NJ, NY, PA, SC, VA)",L48(N),
SMPS,NELE,Nemexia leptanthera,,,
SMPS,NETA,Nemexia tamnifolia,,,
SMPS,SMLE,Smilax leptanthera,,,
SMPS,SMTA3,Smilax tamnifolia,,,
SMPU2,,Smilax pulverulenta,"USA(AL, AR, DC, DE, GA, IL, IN, KS, KY, MD, MI, MN, MO, MS, NC, NJ, NY, OH, PA, RI, SC, TN, VA, WV)",L48(N),
SMPU2,NEPU4,Nemexia pulverulenta,,,
SMPU2,SMHEP2,Smilax herbacea var. pulverulenta,,,
SMPU,,Smilax pumila,"USA(AL, AR, FL, GA, LA, MS, SC, TX)",L48(N),
SMPU,SMHU2,Smilax humilis,,,
SMSM,,Smilax smallii,"USA+(PR), USA(AL, AR, FL, GA, LA, MS, NC, OK, SC, TX, VA)",L48(N)PR(N),
SMSM,SMDO,Smilax domingensis,,,
SMSM,SMLA2,Smilax lanceolata,,,
SMTA2,,Smilax tamnoides,"CAN(ON), USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MD, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, OK, PA, SC, SD, TN, TX, VA, WI, WV)",L48(N)CAN(N),
SMTA2,SMHI,Smilax hispida,,,
SMTA2,SMHIA,Smilax hispida var. australis,,,
SMTA2,SMHIM,Smilax hispida var. montana,,,
SMTA2,SMTAH,Smilax tamnoides var. hispida,,,
SMWA,,Smilax walteri,"USA(AL, AR, DE, FL, GA, LA, MD, MS, NC, NJ, SC, TN, TX, VA)",L48(N),
SMWA,SMME2,Smilax megacarpa,,,
SOGR3,,Solandra grandiflora,"USA+(PR, VI), USA(CT, PW)",L48(I)PR(N)VI(N),
SOGR3,SWGR,Swartzia grandiflora,,,
SOLO2,,Solandra longiflora,,,
SOLO2,SWLO,Swartzia longiflora,,,
SOAD,,Solanum adscendens,"USA(AZ, MD, TX)",L48(N),
SOAD,SODE,Solanum deflexum,,,
SOAM,,Solanum americanum,"CAN(BC, MB), USA+(PR, VI), USA(AL, AZ, CA, CO, FL, GA, HI, KS, LA, MO, MS, NAV, NM, NV, OR, PW, TX, UM, WA)",L48(N)HI(N?)PR(N)VI(N)CAN(I),SWSS
SOAM,SOAMN,Solanum americanum var. nodiflorum,,,
SOAM,SOAMP,Solanum americanum var. patulum,,,
SOAM,SOCA17,Solanum caribaeum,,,
SOAM,SOFI4,Solanum fistulosum,,,
SOAM,SOHE3,Solanum hermannii,,,
SOAM,SOLI3,Solanum linnaeanum,,,
SOAM,SONIA,Solanum nigrum var. americanum,,,
SOAM,SONIV3,Solanum nigrum var. virginicum,,,
SOAM,SONO3,Solanum nodiflorum,,,
SOAM,SOSO4,Solanum sodomeum,,,
SOAV,,Solanum aviculare,"USA(CA, HI, OR)",L48(I)HI(I),
SOAV,SOLA8,Solanum laciniatum,,,
SOBAB,,Solanum bahamense var. bahamense,"USA+(PR), USA(FL)",L48(N)PR(N),
SOBAB,SODR2,Solanum drymophilum,,,
SOCA,,Solanum campechiense,"USA+(PR), USA(TX)",L48(N)PR(N),
SOCA,SOGU2,Solanum guanicense,,,
SOCA10,,Solanum capsicoides,"USA+(PR, VI), USA(AL, FL, HI, LA, MS, NC, SC, TX)",L48(I)HI(I)PR(I)VI(I),
SOCA10,SOAC,Solanum aculeatissimum,,,
SOCA10,SOCI2,Solanum ciliatum,,,
SOCAF,,Solanum carolinense var. floridanum,"USA(FL, GA)",L48(N),
SOCAF,SOFL4,Solanum floridanum,,,
SOCAF,SOGO,Solanum godfreyi,,,
SODI,,Solanum dimidiatum,"USA(AL, AR, CA, FL, GA, IL, KS, LA, MO, MS, NM, OK, SC, TX)",L48(N),STATE
SODI,SOPE8,Solanum perplexum,,,
SODI,SOTO5,Solanum torreyi,,,
SODO3,,Solanum donianum,"USA+(VI), USA(FL)",L48(I)VI(I),
SODO3,SOBL,Solanum blodgettii,,,
SODO3,SOVE4,Solanum verbascifolium,,,
SOER2,,Solanum erianthum,"USA+(PR, VI), USA(FL, NAV, PW, TX)",L48(N)PR(N)VI(N),
SOER2,SOERA,Solanum erianthum var. adulterinum,,,
SOER2,SOVE5,Solanum verbascifolium,,,
SOFU4,,Solanum furcatum,"USA(CA, OR)",L48(I),
SOFU4,SOCH6,Solanum chenopodioides,,,
SOGL3,,Solanum glaucophyllum,USA(FL),L48(I),
SOGL3,SOGL,Solanum glaucum,,,
SOIN,,Solanum incompletum,USA(HI),HI(N),
SOIN,SOHA2,Solanum haleakalaense,,,
SOIN,SOING,Solanum incompletum var. glabratum,,,
SOIN,SOINM,Solanum incompletum var. mauiense,,,
SOLYC,,Solanum lycopersicum var. cerasiforme,"USA+(PR, VI), USA(GA, HI, KS, KY, LA, TX)",L48(I)HI(I)PR(I)VI(I),
SOLYC,LYCE3,Lycopersicon cerasiforme,,,
SOLYC,LYESC,Lycopersicon esculentum var. cerasiforme,,,
SOLYC,LYESG,Lycopersicon esculentum ssp. galenii,,,
SOLYC,LYESL,Lycopersicon esculentum var. leptophyllum,,,
SOLYC,LYLYC,Lycopersicon lycopersicum var. cerasiforme,,,
SOLYL,,Solanum lycopersicum var. lycopersicum,"CAN(BC, NB, NS, ON, QC, SK), USA+(PR, VI), USA(AK, AL, AR, AZ, CA, CT, DE, FL, GA, HI, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MO, MS, MT, NC, ND, NE, NH, NV, NY, OH, OR, PA, PW, RI, SC, TN, TX, UM, UT, VA, VT, WI)",L48(I)AK(I)HI(I)PR(I)VI(I)CAN(W),
SOLYL,LYESE,Lycopersicon esculentum var. esculentum,,,
SOLYL,LYES,Lycopersicon esculentum,,,
